0.01	0.54278
0.01937	0.54122
0.02874	0.53882
0.03811	0.54224
0.04748	0.54538
0.05685	0.54636
0.06622	0.54684
0.07559	0.5488
0.08496	0.54336
0.09433	0.5392
0.1037	0.53652
0.11307	0.53418
0.12244	0.54042
0.13181	0.53924
0.14118	0.52724
0.15055	0.53588
0.15992	0.53824
0.16929	0.54104
0.17866	0.52892
0.18803	0.523
0.1974	0.53012
0.20677	0.54022
0.21614	0.5293
0.22551	0.55098
0.23488	0.52188
0.24425	0.5307
0.25362	0.53756
0.26299	0.51756
0.27236	0.53412
0.28173	0.52552
0.2911	0.5413
0.30047	0.53912
0.30984	0.53434
0.31921	0.53496
0.32858	0.54392
0.33795	0.53372
0.34732	0.51544
0.35669	0.54434
0.36606	0.52354
0.37543	0.54102
0.3848	0.53714
0.39417	0.52024
0.40354	0.53656
0.41291	0.5295
0.42228	0.52364
0.43165	0.52468
0.44102	0.5208
0.45039	0.53718
0.45976	0.52324
0.46913	0.51702
0.4785	0.52594
0.48787	0.52238
0.49724	0.53868
0.50661	0.52026
0.51598	0.5278
0.52535	0.53558
0.53472	0.52524
0.5441	0.51962
0.55347	0.53386
0.56284	0.5204
0.57221	0.52484
0.58158	0.5252
0.59095	0.52304
0.60032	0.53486
0.60969	0.52736
0.61906	0.51754
0.62843	0.51502
0.6378	0.5268
0.64717	0.51822
0.65654	0.52104
0.66591	0.5206
0.67528	0.52114
0.68465	0.52008
0.69402	0.51328
0.70339	0.50886
0.71276	0.52848
0.72213	0.52024
0.7315	0.5055
0.74087	0.51644
0.75024	0.50704
0.75961	0.51048
0.76898	0.5129
0.77835	0.5191
0.78772	0.53376
0.79709	0.49784
0.80646	0.5144
0.81583	0.52522
0.8252	0.51392
0.83457	0.49418
0.84394	0.52118
0.85331	0.50916
0.86268	0.51366
0.87205	0.51486
0.88142	0.5024
0.89079	0.51462
0.90016	0.51102
0.90953	0.51372
0.9189	0.5038
0.92827	0.51092
0.93764	0.51046
0.94701	0.5087
0.95638	0.49668
0.96575	0.51038
0.97512	0.50554
0.98449	0.50308
0.99386	0.50112
1.00323	0.50504
1.0126	0.48268
1.02197	0.48824
1.03134	0.4593
1.04071	0.42188
1.05008	0.37274
1.05945	0.31098
1.06882	0.21332
1.07819	0.11528
1.08756	0.04562
1.09693	0.02488
1.1063	0.00616
1.11567	0.00346
1.12504	0.00176
1.13441	0.001
1.14378	5.8E-4
1.15315	0
1.16252	0
1.17189	0
1.18126	0
1.19063	0
1.2	0.00144
